,Ngày,Thay đổi (+/-%),Số lệnh mua,Khối lượng đặt mua,KLTB 1 lệnh mua,Số lệnh đặt bán,Khối lượng đặt bán,KLTB 1 lệnh bán,Chênh lệch KL đặt mua - đặt bán
14,30/08/2016,33.1 (0.00 %),51,96000,1882,91,105100,1155,-9100
15,29/08/2016,33.1 (0.00 %),144,445100,3091,165,415100,2516,30000
16,26/08/2016,33.1 (-1.49 %),159,319100,2007,189,397600,2104,-78500
17,25/08/2016,33.6 (-0.88 %),69,107200,1554,123,223400,1816,-116200
18,24/08/2016,33.9 (0.30 %),78,312800,4010,144,363600,2525,-50800
19,23/08/2016,33.8 (1.50 %),142,486100,3423,138,340900,2470,145200
20,22/08/2016,33.3 (-1.48 %),152,332000,2184,120,230500,1921,101500
1,19/08/2016,33.8 (-1.17 %),99,199800,2018,139,239700,1724,-39900
2,18/08/2016,34.2 (0.59 %),184,373000,2027,181,443500,2450,-70500
3,17/08/2016,34 (-0.29 %),210,562500,2679,209,601800,2879,-39300
4,16/08/2016,34.1 (0.29 %),199,485700,2441,210,521200,2482,-35500
5,15/08/2016,34 (0.00 %),132,457700,3467,171,460300,2692,-2600
6,12/08/2016,34 (1.19 %),337,747600,2218,253,626200,2475,121400
7,11/08/2016,33.6 (-1.75 %),309,594600,1924,245,691200,2821,-96600
8,10/08/2016,34.2 (0.29 %),211,458700,2174,200,495800,2479,-37100
9,09/08/2016,34.1 (2.71 %),258,608700,2359,149,403800,2710,204900
10,08/08/2016,33.2 (0.30 %),117,284500,2432,107,225400,2107,59100
11,05/08/2016,33.1 (0.00 %),151,514800,3409,157,383400,2442,131400
12,04/08/2016,33.1 (0.00 %),216,578900,2680,222,509100,2293,69800
13,03/08/2016,33.1 (0.30 %),232,647200,2790,282,666500,2363,-19300
14,02/08/2016,33 (-2.94 %),381,856500,2248,335,784000,2340,72500
15,01/08/2016,34 (-4.49 %),590,794100,1346,304,855100,2813,-61000
16,29/07/2016,35.6 (0.28 %),389,442900,1139,259,583500,2253,-140600
17,28/07/2016,35.5 (2.90 %),403,726600,1803,211,602000,2853,124600
18,27/07/2016,34.5 (1.47 %),308,655300,2128,220,630900,2868,24400
19,26/07/2016,34 (-0.29 %),254,586700,2310,140,529300,3781,57400
20,25/07/2016,34.1 (2.40 %),320,753600,2355,221,676900,3063,76700
1,22/07/2016,33.3 (0.30 %),249,611300,2455,190,564300,2970,47000
2,21/07/2016,33.2 (3.11 %),305,687200,2253,263,554300,2108,132900
3,20/07/2016,32.2 (0.31 %),257,666800,2595,279,694200,2488,-27400
4,19/07/2016,32.1 (-1.53 %),298,443400,1488,323,584100,1808,-140700
5,18/07/2016,32.6 (8.67 %),366,1650700,4510,588,1408300,2395,242400
6,15/07/2016,30 (0.00 %),182,398000,2187,170,452200,2660,-54200
7,14/07/2016,30 (-3.23 %),312,657200,2106,272,767800,2823,-110600
8,13/07/2016,31 (0.32 %),181,405800,2242,208,468100,2250,-62300
9,12/07/2016,30.9 (6.19 %),339,1035200,3054,472,941800,1995,93400
10,11/07/2016,29.1 (-5.21 %),458,929900,2030,312,886200,2840,43700
11,08/07/2016,30.7 (-2.85 %),297,416500,1402,207,474500,2292,-58000
12,07/07/2016,31.6 (1.94 %),296,365700,1235,252,424500,1685,-58800
13,06/07/2016,31 (-1.59 %),319,389700,1222,162,352800,2178,36900
14,05/07/2016,31.5 (-0.94 %),289,341500,1182,182,366600,2014,-25100
15,04/07/2016,31.8 (4.95 %),328,722600,2203,253,689800,2726,32800
16,01/07/2016,30.3 (1.00 %),298,845900,2839,264,852700,3230,-6800
17,30/06/2016,30 (1.69 %),330,593000,1797,343,660300,1925,-67300
18,29/06/2016,29.5 (-0.34 %),293,527400,1800,291,462900,1591,64500
19,28/06/2016,29.6 (6.86 %),475,1169800,2463,565,1060500,1877,109300
20,27/06/2016,27.7 (2.97 %),335,737800,2202,394,746500,1895,-8700
1,24/06/2016,26.9 (-2.18 %),530,1456100,2747,403,1267700,3146,188400
2,23/06/2016,27.5 (-0.72 %),236,486700,2062,254,533900,2102,-47200
3,22/06/2016,27.7 (-0.36 %),153,370200,2420,237,485600,2049,-115400
4,21/06/2016,27.8 (2.58 %),282,1235000,4379,313,1097200,3505,137800
5,20/06/2016,27.1 (-0.73 %),407,1266300,3111,303,938900,3099,327400
6,17/06/2016,27.3 (-3.53 %),473,1523200,3220,307,1528600,4979,-5400
7,16/06/2016,28.3 (4.04 %),379,1288300,3399,332,799100,2407,489200
8,15/06/2016,27.2 (-1.81 %),366,1308600,3575,269,1007200,3744,301400
9,14/06/2016,27.7 (-0.36 %),476,1745300,3667,278,1052700,3787,692600
10,13/06/2016,27.8 (-2.11 %),383,1392500,3636,202,898400,4448,494100
11,10/06/2016,28.4 (3.27 %),805,1478800,1837,282,1533900,5439,-55100
12,09/06/2016,27.5 (10.00 %),476,1639500,3444,328,1394900,4253,244600
13,08/06/2016,25 (-0.79 %),151,261400,1731,109,305800,2806,-44400
14,07/06/2016,25.2 (2.02 %),174,535300,3076,241,461400,1915,73900
15,06/06/2016,24.7 (-0.80 %),214,587000,2743,199,630200,3167,-43200
16,03/06/2016,24.9 (0.00 %),141,467400,3315,187,561100,3001,-93700
17,02/06/2016,24.9 (2.89 %),179,1004800,5613,208,842600,4051,162200
18,01/06/2016,24.2 (0.00 %),183,527400,2882,194,493400,2543,34000
19,31/05/2016,24.2 (-2.42 %),298,505400,1696,182,540000,2967,-34600
20,30/05/2016,24.8 (0.00 %),224,461200,2059,163,431100,2645,30100
1,27/05/2016,24.8 (2.90 %),373,892900,2394,279,870900,3122,22000
2,26/05/2016,24.1 (0.00 %),132,292000,2212,143,279200,1952,12800
3,25/05/2016,24.1 (0.00 %),257,897200,3491,290,861100,2969,36100
4,24/05/2016,24.1 (7.11 %),555,1811700,3264,475,1225500,2580,586200
5,23/05/2016,22.5 (0.00 %),137,270900,1977,166,267600,1612,3300
6,20/05/2016,22.5 (-0.88 %),162,237700,1467,162,314300,1940,-76600
7,19/05/2016,22.7 (0.44 %),263,362700,1379,190,311500,1639,51200
8,18/05/2016,22.6 (-3.42 %),346,834500,2412,342,986200,2884,-151700
9,17/05/2016,23.4 (0.00 %),341,700900,2055,297,796700,2682,-95800
10,16/05/2016,23.4 (7.83 %),375,1251500,3337,358,857900,2396,393600
11,13/05/2016,21.7 (-0.91 %),390,625800,1605,277,689800,2490,-64000
12,12/05/2016,21.9 (-0.45 %),407,992100,2438,283,856400,3026,135700
13,11/05/2016,22 (9.45 %),372,718200,1931,277,618600,2233,99600
14,10/05/2016,20.1 (4.15 %),220,464500,2111,179,305900,1709,158600
15,09/05/2016,19.3 (1.05 %),158,309700,1960,151,271300,1797,38400
16,06/05/2016,19.1 (0.00 %),127,400000,3150,188,419900,2234,-19900
17,05/05/2016,19.1 (-0.52 %),169,466100,2758,125,363700,2910,102400
18,04/05/2016,19.2 (2.67 %),208,450600,2166,165,391900,2375,58700
19,29/04/2016,18.7 (0.00 %),124,375400,3027,110,335300,3048,40100
20,28/04/2016,18.7 (2.19 %),236,629400,2667,199,463800,2331,165600
1,27/04/2016,18.3 (0.00 %),121,328900,2718,100,258900,2589,70000
2,26/04/2016,18.3 (1.10 %),215,546500,2542,152,523500,3444,23000
3,25/04/2016,18.1 (-1.63 %),144,467800,3249,133,371500,2793,96300
4,22/04/2016,18.4 (0.00 %),141,347300,2463,157,422600,2692,-75300
5,21/04/2016,18.4 (1.10 %),178,1065300,5985,226,1164700,5154,-99400
6,20/04/2016,18.2 (8.33 %),382,2080500,5446,487,1718400,3529,362100
7,19/04/2016,16.8 (-0.59 %),130,379700,2921,148,418700,2829,-39000
8,15/04/2016,16.9 (0.00 %),87,279000,3207,117,318500,2722,-39500
9,14/04/2016,16.9 (0.00 %),103,316000,3068,84,276200,3288,39800
10,13/04/2016,16.9 (2.42 %),263,822800,3129,197,817800,4151,5000
11,12/04/2016,16.5 (-0.60 %),121,310200,2564,105,360300,3431,-50100
12,11/04/2016,16.6 (1.22 %),119,305800,2570,113,333200,2949,-27400
13,08/04/2016,16.4 (-2.38 %),209,456100,2182,122,532100,4361,-76000
14,07/04/2016,16.8 (1.20 %),108,370400,3430,100,299000,2990,71400
15,06/04/2016,17.3 (0.58 %),102,535100,5246,162,449200,2773,85900
16,05/04/2016,17.2 (2.38 %),103,451000,4379,123,363100,2952,87900
17,04/04/2016,16.8 (0.00 %),78,252300,3235,103,260100,2525,-7800
18,01/04/2016,16.8 (0.00 %),148,343600,2322,119,320300,2692,23300
19,31/03/2016,16.8 (-4.00 %),138,482600,3497,206,671500,3260,-188900
20,30/03/2016,17.5 (2.94 %),296,1190700,4023,240,836500,3485,354200
1,29/03/2016,17 (0.00 %),130,499800,3845,200,485900,2430,13900
2,28/03/2016,17 (0.59 %),129,482300,3739,151,516400,3420,-34100
3,25/03/2016,16.9 (0.60 %),166,503000,3030,219,586200,2677,-83200
4,24/03/2016,16.8 (-3.45 %),241,732800,3041,245,815200,3327,-82400
5,23/03/2016,17.4 (1.16 %),214,605700,2830,213,682500,3204,-76800
6,22/03/2016,17.2 (4.24 %),322,1035900,3217,290,910600,3140,125300
7,21/03/2016,16.5 (0.61 %),362,707200,1954,259,949800,3667,-242600
8,18/03/2016,16.4 (0.61 %),117,512200,4378,157,553400,3525,-41200
9,17/03/2016,16.3 (3.16 %),388,1195000,3080,289,1306300,4520,-111300
10,16/03/2016,15.8 (0.00 %),108,263300,2438,132,328600,2489,-65300
11,15/03/2016,15.8 (-1.25 %),175,541600,3095,170,565200,3325,-23600
12,14/03/2016,16 (1.27 %),177,516500,2918,184,502800,2733,13700
13,11/03/2016,15.8 (-1.25 %),224,710900,3174,271,837000,3089,-126100
14,10/03/2016,16 (7.38 %),340,1126300,3313,358,1118000,3123,8300
15,09/03/2016,14.9 (0.00 %),99,269000,2717,82,325600,3971,-56600
16,08/03/2016,14.9 (-0.67 %),88,307900,3499,107,288600,2697,19300
17,07/03/2016,15 (0.67 %),254,641700,2526,237,702200,2963,-60500
18,04/03/2016,14.9 (0.00 %),95,281300,2961,115,293100,2549,-11800
19,03/03/2016,14.9 (-0.67 %),67,249400,3722,136,464200,3413,-214800
20,02/03/2016,15 (3.45 %),188,678100,3607,259,727000,2807,-48900
1,01/03/2016,14.5 (0.69 %),74,233400,3154,82,239900,2926,-6500
2,29/02/2016,14.4 (-1.37 %),72,238800,3317,77,261000,3390,-22200
3,26/02/2016,14.6 (-0.68 %),86,217900,2534,97,321200,3311,-103300
4,25/02/2016,14.7 (0.68 %),124,334900,2701,166,604400,3641,-269500
5,24/02/2016,14.6 (0.69 %),151,426100,2822,100,395800,3958,30300
6,23/02/2016,14.5 (-2.03 %),119,298900,2512,117,393300,3362,-94400
7,22/02/2016,14.8 (-1.33 %),87,234200,2692,121,344600,2848,-110400
8,19/02/2016,15 (-0.66 %),130,457500,3519,159,494700,3111,-37200
9,18/02/2016,15.1 (0.67 %),102,399100,3913,153,420800,2750,-21700
10,17/02/2016,15 (1.35 %),119,610800,5133,201,725700,3610,-114900
11,16/02/2016,14.8 (0.00 %),187,658000,3519,191,664700,3480,-6700
12,15/02/2016,14.8 (4.23 %),88,257200,2923,86,203300,2364,53900
13,05/02/2016,14.2 (-0.70 %),40,205300,5133,83,206500,2488,-1200
14,04/02/2016,14.3 (0.70 %),70,574200,8203,102,299500,2936,274700
15,03/02/2016,14.2 (-1.39 %),137,697600,5092,152,627500,4128,70100
16,02/02/2016,14.4 (1.41 %),215,1166800,5427,204,858400,4208,308400
17,01/02/2016,14.2 (4.41 %),199,1554700,7813,193,1044500,5412,510200
18,29/01/2016,13.6 (-4.23 %),217,405700,1870,200,566900,2835,-161200
19,28/01/2016,14.2 (0.71 %),137,307500,2245,163,515800,3164,-208300
20,27/01/2016,14.1 (0.71 %),268,699300,2609,239,685800,2869,13500
1,26/01/2016,14 (-9.68 %),225,677600,3012,243,910500,3747,-232900
2,25/01/2016,15.5 (0.00 %),208,574400,2762,181,585100,3233,-10700
3,22/01/2016,15.5 (-1.27 %),221,659500,2984,196,644000,3286,15500
4,21/01/2016,15.7 (6.80 %),393,1222700,3111,261,1130100,4330,92600
5,20/01/2016,14.7 (1.38 %),361,1048400,2904,234,1062100,4539,-13700
6,19/01/2016,14.5 (0.69 %),200,443100,2216,111,457600,4123,-14500
7,18/01/2016,14.4 (-3.36 %),222,715400,3223,199,738300,3710,-22900
8,15/01/2016,14.9 (2.76 %),177,721700,4077,231,831000,3597,-109300
9,14/01/2016,14.5 (4.32 %),196,965200,4924,332,1029400,3101,-64200
10,13/01/2016,13.9 (-2.80 %),116,280500,2418,192,465900,2427,-185400
11,12/01/2016,14.3 (3.62 %),199,1212000,6090,312,1158800,3714,53200
12,11/01/2016,13.8 (5.34 %),127,805100,6339,253,878900,3474,-73800
13,08/01/2016,13.1 (-0.76 %),121,455000,3760,119,356900,2999,98100
14,07/01/2016,13.2 (0.00 %),156,439900,2820,177,601300,3397,-161400
15,06/01/2016,13.2 (-2.22 %),174,415000,2385,196,636100,3245,-221100
16,05/01/2016,13.5 (7.14 %),257,2038400,7932,459,2143000,4669,-104600
17,04/01/2016,12.6 (2.44 %),124,439800,3547,186,485300,2609,-45500
18,31/12/2015,12.3 (-1.60 %),111,316400,2850,183,502900,2748,-186500
19,30/12/2015,12.5 (8.70 %),276,1394200,5051,296,1271600,4296,122600
20,29/12/2015,11.5 (1.77 %),157,531400,3385,212,751700,3546,-220300
1,28/12/2015,11.3 (3.67 %),111,718000,6468,114,637300,5590,80700
2,25/12/2015,10.9 (0.93 %),145,797700,5501,150,935000,6233,-137300
3,24/12/2015,10.8 (-0.92 %),56,186900,3338,44,241900,5498,-55000
4,23/12/2015,10.9 (0.00 %),58,135300,2333,47,150200,3196,-14900
5,22/12/2015,10.9 (-0.91 %),51,127600,2502,46,175500,3815,-47900
6,21/12/2015,11 (-1.79 %),43,111600,2595,58,236900,4084,-125300
7,18/12/2015,11.2 (-0.88 %),43,123200,2865,73,257900,3533,-134700
8,17/12/2015,11.3 (0.89 %),38,126800,3337,68,207900,3057,-81100
9,16/12/2015,11.2 (0.00 %),55,170300,3096,80,269300,3366,-99000
10,15/12/2015,11.2 (0.90 %),50,210000,4200,65,221700,3411,-11700
11,14/12/2015,11.1 (0.00 %),48,159300,3319,73,216800,2970,-57500
12,11/12/2015,11.1 (0.91 %),57,200800,3523,77,186100,2417,14700
13,10/12/2015,11 (-2.65 %),45,199400,4431,91,289000,3176,-89600
14,09/12/2015,11.3 (-0.88 %),66,225100,3411,130,336100,2585,-111000
15,08/12/2015,11.4 (1.79 %),77,297000,3857,118,325500,2758,-28500
16,07/12/2015,11.2 (0.00 %),205,595800,2906,248,788600,3180,-192800
17,04/12/2015,11.2 (3.70 %),139,433000,3115,103,347000,3369,86000
18,03/12/2015,10.8 (-1.82 %),42,123500,2940,73,206200,2825,-82700
19,02/12/2015,11 (0.00 %),40,204100,5103,94,276300,2939,-72200
20,01/12/2015,11 (1.85 %),46,191500,4163,58,138100,2381,53400
1,30/11/2015,10.8 (-2.70 %),55,165900,3016,80,256800,3210,-90900
2,27/11/2015,11.1 (-1.77 %),49,220600,4502,141,432200,3065,-211600
3,26/11/2015,11.3 (0.00 %),69,323100,4683,138,412200,2987,-89100
4,25/11/2015,11.3 (0.89 %),83,362500,4367,149,526000,3530,-163500
5,24/11/2015,11.2 (-1.75 %),103,432700,4201,183,498600,2725,-65900
6,23/11/2015,11.4 (1.79 %),131,882500,6737,272,925200,3401,-42700
7,20/11/2015,11.2 (1.82 %),121,747800,6180,252,872600,3463,-124800
8,19/11/2015,11 (3.77 %),114,529800,4647,230,524200,2279,5600
9,18/11/2015,10.6 (0.95 %),114,316700,2778,123,405700,3298,-89000
10,17/11/2015,10.5 (0.00 %),155,617800,3986,131,621900,4747,-4100
11,16/11/2015,10.5 (-1.87 %),148,372800,2519,86,384600,4472,-11800
12,13/11/2015,10.7 (0.94 %),137,390700,2852,79,506300,6409,-115600
13,12/11/2015,10.6 (-2.75 %),135,368400,2729,97,432100,4455,-63700
14,11/11/2015,10.9 (-2.68 %),100,308200,3082,133,527500,3966,-219300
15,10/11/2015,11.2 (-0.88 %),122,435000,3566,145,689200,4753,-254200
16,09/11/2015,11.3 (1.80 %),142,635100,4473,215,795900,3702,-160800
17,06/11/2015,11.1 (1.83 %),212,678600,3201,246,770400,3132,-91800
18,05/11/2015,10.9 (-0.91 %),156,499000,3199,224,594600,2654,-95600
19,04/11/2015,11 (-2.65 %),127,385100,3032,190,490100,2579,-105000
20,03/11/2015,11.3 (-3.42 %),143,478400,3345,238,677600,2847,-199200
1,02/11/2015,11.7 (3.54 %),251,894500,3564,366,1244000,3399,-349500
2,30/10/2015,11.3 (9.71 %),407,1211700,2977,273,827500,3031,384200
3,29/10/2015,10.3 (0.98 %),86,157100,1827,75,215000,2867,-57900
4,28/10/2015,10.2 (0.99 %),57,74800,1312,58,138300,2384,-63500
5,27/10/2015,10.1 (-2.88 %),77,112400,1460,91,219800,2415,-107400
6,26/10/2015,10.4 (0.00 %),53,99100,1870,70,249300,3561,-150200
7,23/10/2015,10.4 (0.00 %),55,150700,2740,91,263300,2893,-112600
8,22/10/2015,10.4 (0.97 %),79,125000,1582,65,210400,3237,-85400
9,21/10/2015,10.3 (0.00 %),77,145000,1883,60,226300,3772,-81300
10,20/10/2015,10.3 (-0.96 %),59,103500,1754,57,173900,3051,-70400
11,19/10/2015,10.4 (1.96 %),100,218800,2188,62,246900,3982,-28100
12,16/10/2015,10.2 (-3.77 %),182,549000,3016,91,743000,8165,-194000
13,15/10/2015,10.6 (-1.85 %),66,156500,2371,65,225300,3466,-68800
14,14/10/2015,10.8 (0.00 %),82,225800,2754,74,314600,4251,-88800
15,13/10/2015,10.8 (0.93 %),154,418700,2719,85,468400,5511,-49700
16,12/10/2015,10.7 (0.00 %),75,389700,5196,98,378700,3864,11000
17,09/10/2015,10.7 (0.94 %),76,309000,4066,120,441100,3676,-132100
18,08/10/2015,10.6 (-1.85 %),96,351900,3666,112,434400,3879,-82500
19,07/10/2015,10.8 (0.00 %),69,365900,5303,141,469200,3328,-103300
20,06/10/2015,10.8 (0.93 %),102,320000,3137,102,339300,3326,-19300
1,05/10/2015,10.7 (1.90 %),75,319200,4256,109,404000,3706,-84800
2,02/10/2015,10.5 (2.94 %),82,304200,3710,86,358400,4167,-54200
3,01/10/2015,10.2 (-0.97 %),67,104300,1557,55,182200,3313,-77900
4,30/09/2015,10.3 (0.00 %),76,119000,1566,59,176600,2993,-57600
5,29/09/2015,10.3 (-2.83 %),109,193100,1772,83,284200,3424,-91100
6,28/09/2015,10.6 (0.00 %),102,147700,1448,102,289500,2838,-141800
7,25/09/2015,13.3 (3.91 %),213,578800,2717,300,708500,2362,-129700
8,24/09/2015,12.8 (4.07 %),160,466900,2918,113,382600,3386,84300
9,23/09/2015,12.3 (-0.81 %),82,176800,2156,66,246400,3733,-69600
10,22/09/2015,12.4 (0.81 %),48,88500,1844,44,108200,2459,-19700
11,21/09/2015,12.3 (-0.81 %),49,121800,2486,62,260000,4194,-138200
12,18/09/2015,12.4 (0.81 %),55,131800,2396,59,279000,4729,-147200
13,17/09/2015,12.3 (0.00 %),155,382600,2468,79,456700,5781,-74100
14,16/09/2015,12.3 (1.65 %),116,412400,3555,124,516600,4166,-104200
15,15/09/2015,12.1 (-1.63 %),35,115000,3286,42,198500,4726,-83500
16,14/09/2015,12.3 (0.00 %),131,399100,3047,110,465700,4234,-66600
17,11/09/2015,12.3 (2.50 %),165,649500,3936,106,669400,6315,-19900
18,10/09/2015,12 (-1.64 %),47,108000,2298,31,123600,3987,-15600
19,09/09/2015,12.2 (0.00 %),57,165700,2907,48,199000,4146,-33300
20,08/09/2015,12.2 (-0.81 %),75,190600,2541,50,234000,4680,-43400
1,07/09/2015,12.3 (0.00 %),101,342800,3394,72,404100,5613,-61300
2,04/09/2015,12.3 (1.65 %),47,144300,3070,41,167500,4085,-23200
3,03/09/2015,12.1 (0.83 %),79,149200,1889,52,109900,2113,39300
4,01/09/2015,12 (-3.23 %),140,427800,3056,68,464900,6837,-37100
5,31/08/2015,12.4 (-0.80 %),158,468900,2968,78,456200,5849,12700
6,28/08/2015,12.5 (0.81 %),104,395200,3800,70,411300,5876,-16100
7,27/08/2015,12.4 (-2.36 %),131,470700,3593,89,453100,5091,17600
8,26/08/2015,12.7 (3.25 %),136,465200,3421,80,417300,5216,47900
9,25/08/2015,12.3 (2.50 %),121,397800,3288,76,290100,3817,107700
10,24/08/2015,12 (-9.09 %),93,231100,2485,113,336600,2979,-105500
11,21/08/2015,13.2 (-1.49 %),86,456000,5302,116,612800,5283,-156800
12,20/08/2015,13.4 (-1.47 %),58,174000,3000,151,434000,2874,-260000
13,19/08/2015,13.6 (6.25 %),161,467100,2901,253,706200,2791,-239100
14,18/08/2015,12.8 (-0.78 %),30,57800,1927,41,139700,3407,-81900
15,17/08/2015,12.9 (0.00 %),77,152100,1975,81,184000,2272,-31900
16,14/08/2015,12.9 (0.00 %),45,73500,1633,55,209600,3811,-136100
17,13/08/2015,12.9 (-2.27 %),60,115100,1918,64,186900,2920,-71800
18,12/08/2015,13.2 (0.00 %),59,179000,3034,71,206700,2911,-27700
19,11/08/2015,13.2 (-0.75 %),86,191400,2226,79,234000,2962,-42600
20,10/08/2015,13.3 (-0.75 %),86,174500,2029,92,216200,2350,-41700
1,07/08/2015,13.4 (-0.74 %),26,56800,2185,72,147000,2042,-90200
2,06/08/2015,13.5 (0.00 %),38,86900,2287,80,171900,2149,-85000
3,05/08/2015,13.5 (0.00 %),48,113500,2365,55,114300,2078,-800
4,04/08/2015,13.5 (0.00 %),56,130000,2321,80,205100,2564,-75100
5,03/08/2015,13.5 (0.00 %),60,163400,2723,70,207900,2970,-44500
6,31/07/2015,13.5 (0.00 %),55,155300,2824,83,182700,2201,-27400
7,30/07/2015,13.5 (0.00 %),86,212000,2465,67,250100,3733,-38100
8,29/07/2015,13.5 (-0.74 %),41,84300,2056,62,175100,2824,-90800
9,28/07/2015,13.6 (-0.73 %),48,138600,2888,82,196400,2395,-57800
10,27/07/2015,13.7 (2.24 %),98,263500,2689,111,327100,2947,-63600
11,24/07/2015,13.4 (-2.19 %),51,83000,1627,90,254100,2823,-171100
12,23/07/2015,13.7 (0.00 %),68,87900,1293,91,279900,3076,-192000
13,22/07/2015,13.7 (1.48 %),59,142700,2419,129,308100,2388,-165400
14,21/07/2015,13.5 (1.50 %),118,463700,3930,204,467100,2290,-3400
15,20/07/2015,13.3 (-2.21 %),74,164300,2220,116,304100,2622,-139800
16,17/07/2015,13.6 (-0.73 %),37,59200,1600,155,357100,2304,-297900
17,16/07/2015,13.7 (-0.72 %),76,425200,5595,249,734200,2949,-309000
18,15/07/2015,13.8 (0.00 %),65,260000,4000,180,452200,2512,-192200
19,14/07/2015,13.8 (0.00 %),83,323400,3896,194,556600,2869,-233200
20,13/07/2015,13.8 (2.22 %),89,379500,4264,148,388500,2625,-9000
1,10/07/2015,13.5 (1.50 %),90,497600,5529,183,574400,3139,-76800
2,09/07/2015,13.3 (-0.75 %),64,421100,6580,155,542200,3498,-121100
3,08/07/2015,13.4 (-0.74 %),94,529000,5628,173,702600,4061,-173600
4,07/07/2015,13.5 (1.50 %),77,409300,5316,230,695800,3025,-286500
5,06/07/2015,13.3 (-0.75 %),78,469000,6013,254,767300,3021,-298300
6,03/07/2015,13.4 (2.29 %),95,371700,3913,157,378700,2412,-7000
7,02/07/2015,13.1 (0.77 %),87,346400,3982,92,239700,2605,106700
8,01/07/2015,13 (0.00 %),72,255100,3543,94,300100,3193,-45000
9,30/06/2015,13 (0.00 %),109,478300,4388,100,461300,4613,17000
10,29/06/2015,13 (0.00 %),109,361700,3318,97,353800,3647,7900
11,26/06/2015,13 (0.00 %),84,183200,2181,93,322800,3471,-139600
12,25/06/2015,13 (-1.52 %),66,177700,2692,88,291100,3308,-113400
13,24/06/2015,13.2 (0.76 %),94,253200,2694,119,382100,3211,-128900
14,23/06/2015,13.1 (-0.76 %),110,161100,1465,83,228000,2747,-66900
15,22/06/2015,13.2 (-0.75 %),189,456200,2414,117,472500,4038,-16300
16,19/06/2015,13.3 (-2.21 %),97,242900,2504,147,458800,3121,-215900
17,18/06/2015,13.6 (2.26 %),103,299900,2912,134,325000,2425,-25100
18,17/06/2015,13.3 (2.31 %),250,620800,2483,201,783200,3897,-162400
19,16/06/2015,13 (-1.52 %),171,387000,2263,128,400800,3131,-13800
20,15/06/2015,13.2 (-1.49 %),103,203900,1980,102,349500,3426,-145600
1,12/06/2015,13.4 (-2.19 %),154,347000,2253,120,463400,3862,-116400
2,11/06/2015,13.7 (0.00 %),148,331200,2238,114,372200,3265,-41000
3,10/06/2015,13.7 (0.00 %),109,237100,2175,100,264300,2643,-27200
4,09/06/2015,13.7 (-3.52 %),183,434500,2374,231,629200,2724,-194700
5,08/06/2015,14.2 (7.58 %),321,1432100,4461,435,1412000,3246,20100
6,05/06/2015,13.2 (1.54 %),85,286200,3367,117,486700,4160,-200500
7,04/06/2015,13 (-0.76 %),97,319400,3293,101,363900,3603,-44500
8,03/06/2015,13.1 (0.77 %),119,456200,3834,107,497800,4652,-41600
9,02/06/2015,13 (-1.52 %),108,425000,3935,111,502100,4523,-77100
10,01/06/2015,13.2 (-0.75 %),107,214600,2006,101,254500,2520,-39900
11,29/05/2015,13.3 (0.00 %),80,222600,2783,117,351200,3002,-128600
12,28/05/2015,13.3 (1.53 %),119,617700,5191,166,469600,2829,148100
13,27/05/2015,13.1 (-0.76 %),84,243600,2900,93,223100,2399,20500
14,26/05/2015,13.2 (-0.75 %),83,282300,3401,147,404800,2754,-122500
15,25/05/2015,13.3 (2.31 %),97,324200,3342,111,313000,2820,11200
16,22/05/2015,13 (0.78 %),110,208400,1895,70,202000,2886,6400
17,21/05/2015,12.9 (-0.77 %),97,149100,1537,101,330600,3273,-181500
18,20/05/2015,13 (2.36 %),162,298000,1840,117,313600,2680,-15600
19,19/05/2015,12.7 (-2.31 %),75,178600,2381,94,259500,2761,-80900
20,18/05/2015,13 (-4.41 %),101,207100,2050,105,435500,4148,-228400
1,15/05/2015,13.6 (-0.73 %),168,725700,4320,248,964000,3887,-238300
2,14/05/2015,13.7 (1.48 %),200,618100,3091,302,825700,2734,-207600
3,13/05/2015,13.5 (3.05 %),101,399600,3956,142,359700,2533,39900
4,12/05/2015,13.1 (0.77 %),136,381000,2801,161,556700,3458,-175700
5,11/05/2015,13 (0.00 %),60,210900,3515,90,301600,3351,-90700
6,08/05/2015,13 (0.00 %),62,199800,3223,84,210500,2506,-10700
7,07/05/2015,13 (2.36 %),57,298800,5242,70,251800,3597,47000
8,06/05/2015,12.7 (-1.55 %),68,469900,6910,118,475000,4025,-5100
9,05/05/2015,12.9 (-0.77 %),97,260000,2680,89,257300,2891,2700
10,04/05/2015,13 (0.00 %),103,802100,7787,184,795300,4322,6800
11,27/04/2015,13 (0.00 %),50,290200,5804,101,435600,4313,-145400
12,24/04/2015,13 (0.78 %),61,225900,3703,110,286300,2603,-60400
13,23/04/2015,12.9 (-0.77 %),71,424400,5977,156,402900,2583,21500
14,22/04/2015,13 (0.00 %),80,422300,5279,188,519500,2763,-97200
15,21/04/2015,13 (0.00 %),102,592100,5805,204,722900,3544,-130800
16,20/04/2015,13 (0.00 %),122,485600,3980,197,521400,2647,-35800
17,17/04/2015,13 (4.84 %),235,1592500,6777,547,1669800,3053,-77300
18,16/04/2015,12.4 (-1.59 %),195,904500,4638,210,786100,3743,118400
19,15/04/2015,12.6 (0.80 %),149,1013400,6801,131,694000,5298,319400
20,14/04/2015,12.5 (0.00 %),188,1232600,6556,172,1179600,6858,53000
